VALIDAÇÃO,Logistica Reversa Transportadora,Logistica Reversa Estado,Logistica Reversa Cidade,Abrangencia
NÃO PARÇA,BULKY MAUA,SP,Sao Bernardo do Campo,1
NÃO PARÇA,FAVORITA,GO,Bonopolis,1
NÃO PARÇA,CONECTA CARGO,MG,Paiva,1
NÃO PARÇA,MG - DOMINALOG,SE,Japoata,1
NÃO PARÇA,MG - DOMINALOG,ES,Iuna,1
NÃO PARÇA,CONECTA CARGO,MG,Carmo do Rio Claro,1
NÃO PARÇA,FAVORITA,GO,Padre Bernardo,1
NÃO PARÇA,MG - DOMINALOG,PI,Lagoa do Barro do Piaui,1
NÃO PARÇA,CONECTA CARGO,MG,Sao Domingos do Prata,1
NÃO PARÇA,ARAPON-BULKY,PR,Jaguapita,1
NÃO PARÇA,FAVORITA,MT,Ribeirao Cascalheira,1
NÃO PARÇA,CONECTA CARGO,SC,Rio do Sul,1
NÃO PARÇA,FAVORITA,MS,Sidrolandia,1
NÃO PARÇA,MG - DOMINALOG,RS,Santa Clara do Sul,1
NÃO PARÇA,FAVORITA,GO,Rubiataba,1
NÃO PARÇA,MG - DOMINALOG,BA,Itapebi,1
NÃO PARÇA,MG - DOMINALOG,BA,Palmas de Monte Alto,1
NÃO PARÇA,CONECTA CARGO,MG,Itaguara,1
NÃO PARÇA,MG - DOMINALOG,SE,Brejo Grande,1
NÃO PARÇA,CONECTA CARGO,SP,Cabralia Paulista,1
NÃO PARÇA,MG - DOMINALOG,RN,Jucurutu,1
NÃO PARÇA,MG - DOMINALOG,CE,Aracati,1
NÃO PARÇA,CONECTA CARGO,SP,Nova Granada,1
NÃO PARÇA,CONECTA CARGO,SP,Sao Joao de Iracema,1
NÃO PARÇA,CONECTA CARGO,SC,Sao Joao Batista,1
NÃO PARÇA,CONECTA CARGO,MG,Bom Sucesso,1
NÃO PARÇA,CONECTA CARGO,SP,Restinga,1
NÃO PARÇA,MG - DOMINALOG,RN,Upanema,1
NÃO PARÇA,MG - DOMINALOG,PB,Aroeiras,1
NÃO PARÇA,MG - DOMINALOG,RS,Pejucara,1
NÃO PARÇA,CONECTA CARGO,SP,Patrocinio Paulista,1
NÃO PARÇA,MG - DOMINALOG,AL,Palmeira dos indios,1
NÃO PARÇA,CONECTA CARGO,SC,Ibiam,1
NÃO PARÇA,CONECTA CARGO,SC,Morro da Fumaca,1
NÃO PARÇA,MG - DOMINALOG,PB,Sao Joao do Rio do Peixe,1
NÃO PARÇA,MG - DOMINALOG,PR,Mangueirinha,1
NÃO PARÇA,MG - DOMINALOG,CE,Forquilha,1
NÃO PARÇA,CONECTA CARGO,SC,Ilhota,1
NÃO PARÇA,CONECTA CARGO,SC,Bom Retiro,1
NÃO PARÇA,MG - DOMINALOG,PR,Iguaracu,1
NÃO PARÇA,MG - DOMINALOG,MA,Santa Luzia,1
NÃO PARÇA,MG - DOMINALOG,BA,Itanhem,1
NÃO PARÇA,CONECTA CARGO,MG,Itanhomi,1
NÃO PARÇA,TOTAL EXPRESS,DF,Brasilia,1
NÃO PARÇA,MG - DOMINALOG,RN,Pendencias,1
NÃO PARÇA,CONECTA CARGO,MG,Santana do Jacare,1
NÃO PARÇA,CONECTA CARGO,MG,Sao Pedro do Suacui,1
NÃO PARÇA,CONECTA CARGO,SP,Tapiratiba,1
NÃO PARÇA,MG - DOMINALOG,AL,Sao Sebastiao,1
NÃO PARÇA,CONECTA CARGO,MG,Carangola,1
NÃO PARÇA,CONECTA CARGO,SC,Passo de Torres,1
NÃO PARÇA,CONECTA CARGO,MG,Divisa Nova,1
NÃO PARÇA,CONECTA CARGO,SP,Guaranta,1
NÃO PARÇA,MG - DOMINALOG,RN,Caico,1
NÃO PARÇA,RIO - BULKYLOG,RJ,Nova Iguacu,1
NÃO PARÇA,MG - DOMINALOG,BA,Jaborandi,1
NÃO PARÇA,MG - DOMINALOG,SE,Neopolis,1
NÃO PARÇA,CONECTA CARGO,MG,Buritizeiro,1
NÃO PARÇA,MG - DOMINALOG,PI,Alagoinha do Piaui,1
NÃO PARÇA,CONECTA CARGO,MG,Camanducaia,1
NÃO PARÇA,MG - DOMINALOG,PR,Uniflor,1
NÃO PARÇA,BULKY LOG - JUN,SP,Sorocaba,1
NÃO PARÇA,MG - DOMINALOG,PE,Solidao,1
NÃO PARÇA,MG - DOMINALOG,BA,Utinga,1
NÃO PARÇA,BULKY LOG - JUN,SP,Rio Claro,1
NÃO PARÇA,MG - DOMINALOG,BA,Ubaitaba,1
NÃO PARÇA,MG - DOMINALOG,BA,Nilo Pecanha,1
NÃO PARÇA,CONECTA CARGO,MG,Coromandel,1
NÃO PARÇA,MG - DOMINALOG,RS,Sobradinho,1
NÃO PARÇA,CONECTA CARGO,SP,Aramina,1
NÃO PARÇA,CONECTA CARGO,MG,Conceicao do Para,1
NÃO PARÇA,CONECTA CARGO,MG,Chapada do Norte,1
NÃO PARÇA,FAVORITA,MT,Nova Bandeirantes,1
NÃO PARÇA,CONECTA CARGO,SP,Altinopolis,1
NÃO PARÇA,MG - DOMINALOG,PE,Itapissuma,1
NÃO PARÇA,CONECTA CARGO,SP,Cosmorama,1
NÃO PARÇA,MG - DOMINALOG,BA,Jaguaquara,1
NÃO PARÇA,FAVORITA,GO,Montividiu,1
NÃO PARÇA,MG - DOMINALOG,MG,Ouro Fino,1
NÃO PARÇA,FAVORITA,GO,Trombas,1
NÃO PARÇA,CONECTA CARGO,MG,Jordania,1
NÃO PARÇA,CONECTA CARGO,MG,Itacambira,1
NÃO PARÇA,MG - DOMINALOG,MA,Duque Bacelar,1
NÃO PARÇA,CONECTA CARGO,MG,Nazareno,1
NÃO PARÇA,MG - DOMINALOG,RN,Sitio Novo,1
NÃO PARÇA,CONECTA CARGO,SP,Piacatu,1
NÃO PARÇA,CONECTA CARGO,MG,Marilac,1
NÃO PARÇA,MG - DOMINALOG,BA,Itamaraju,1
NÃO PARÇA,CONECTA CARGO,MG,Juvenilia,1
NÃO PARÇA,MG - DOMINALOG,RS,Capivari do Sul,1
NÃO PARÇA,CONECTA CARGO,MG,Inconfidentes,1
NÃO PARÇA,CONECTA CARGO,MG,Conceicao do Mato Dentro,1
NÃO PARÇA,CONECTA CARGO,MG,Matias Barbosa,1
NÃO PARÇA,CONECTA CARGO,MG,Tres Pontas,1
NÃO PARÇA,MG - DOMINALOG,RS,Entre Ijuis,1
NÃO PARÇA,MG - DOMINALOG,BA,Camamu,1
NÃO PARÇA,GRAVATAI - BULK,RS,Teutonia,1
NÃO PARÇA,MG - DOMINALOG,PE,Lagoa do Ouro,1
NÃO PARÇA,MG - DOMINALOG,MA,Benedito Leite,1
NÃO PARÇA,MG - DOMINALOG,BA,Pedro Alexandre,1
NÃO PARÇA,MG - DOMINALOG,RS,Frederico Westphalen,1
NÃO PARÇA,BLZ,SC,Palhoca,1
NÃO PARÇA,CONECTA CARGO,SC,Capinzal,1
NÃO PARÇA,CONECTA CARGO,SP,Dumont,1
NÃO PARÇA,CONECTA CARGO,SP,Itirapua,1
NÃO PARÇA,MG - DOMINALOG,CE,Cruz,1
NÃO PARÇA,CONECTA CARGO,MG,Crisolita,1
NÃO PARÇA,CONECTA CARGO,MG,Bonfinopolis de Minas,1
NÃO PARÇA,FAVORITA,GO,Bela Vista de Goias,1
NÃO PARÇA,MG - DOMINALOG,ES,aguia Branca,1
NÃO PARÇA,MG - DOMINALOG,PB,Condado,1
NÃO PARÇA,MG - DOMINALOG,RN,Touros,1
NÃO PARÇA,MG - DOMINALOG,PB,Paulista,1
NÃO PARÇA,CONECTA CARGO,SP,Pereiras,1
NÃO PARÇA,CONECTA CARGO,SC,Herval DOeste,1
NÃO PARÇA,MG - DOMINALOG,BA,Rio do Antonio,1
NÃO PARÇA,CONECTA CARGO,MG,Uberlandia,1
NÃO PARÇA,MG - DOMINALOG,PB,Mamanguape,1
NÃO PARÇA,CONECTA CARGO,SP,Itapecerica da Serra,1
NÃO PARÇA,MG - DOMINALOG,PR,Manoel Ribas,1
NÃO PARÇA,MG - DOMINALOG,BA,Macaubas,1
NÃO PARÇA,MG - DOMINALOG,RS,Lagoa Bonita do Sul,1
NÃO PARÇA,MG - DOMINALOG,RS,Cruzaltense,1
NÃO PARÇA,MG - DOMINALOG,BA,Lagoa Real,1
NÃO PARÇA,MG - DOMINALOG,PB,Alagoa Grande,1
NÃO PARÇA,MG - DOMINALOG,BA,erico Cardoso,1
NÃO PARÇA,MG - DOMINALOG,RN,Jardim do Serido,1
NÃO PARÇA,MG - DOMINALOG,PR,Figueira,1
NÃO PARÇA,MG - DOMINALOG,RS,Palmeira das Missoes,1
NÃO PARÇA,MG - DOMINALOG,PE,Bodoco,1
NÃO PARÇA,MG - DOMINALOG,RN,Tenente Ananias,1
NÃO PARÇA,MG - DOMINALOG,MA,Pedreiras,1
NÃO PARÇA,CONECTA CARGO,MG,Rodeiro,1
NÃO PARÇA,MG - DOMINALOG,BA,Curaca,1
NÃO PARÇA,MG - DOMINALOG,BA,Aurelino Leal,1
NÃO PARÇA,CAJAMAR - BULKY,SP,Osasco,1
NÃO PARÇA,CONECTA CARGO,MG,Frei Inocencio,1
NÃO PARÇA,CONECTA CARGO,SC,Treviso,1
NÃO PARÇA,MG - DOMINALOG,RS,Farroupilha,1
NÃO PARÇA,CONECTA CARGO,MG,Descoberto,1
NÃO PARÇA,CONECTA CARGO,RJ,Cantagalo,1
NÃO PARÇA,MG - DOMINALOG,PB,Itaporanga,1
NÃO PARÇA,MG - DOMINALOG,PR,Ipora,1
NÃO PARÇA,MG - DOMINALOG,BA,Sobradinho,1
NÃO PARÇA,CONECTA CARGO,SP,Sao Pedro do Turvo,1
NÃO PARÇA,CONECTA CARGO,MG,Alto Rio Doce,1
NÃO PARÇA,CONECTA CARGO,SP,Borborema,1
NÃO PARÇA,CONECTA CARGO,MG,Queluzito,1
NÃO PARÇA,MG - DOMINALOG,BA,Ibiquera,1
NÃO PARÇA,CONECTA CARGO,MG,Dores do Indaia,1
NÃO PARÇA,CONECTA CARGO,RJ,Sao Francisco de Itabapoana,1
NÃO PARÇA,FAVORITA,MS,Pedro Gomes,1
NÃO PARÇA,MG - DOMINALOG,PR,Marilandia do Sul,1
NÃO PARÇA,MG - DOMINALOG,SE,Sao Domingos,1
NÃO PARÇA,MG - DOMINALOG,PE,Alianca,1
NÃO PARÇA,FAVORITA,MT,Santa Cruz do Xingu,1
NÃO PARÇA,MG - DOMINALOG,PR,Nova Tebas,1
NÃO PARÇA,MG - DOMINALOG,BA,Nordestina,1
NÃO PARÇA,MG - DOMINALOG,AL,Ouro Branco,1
NÃO PARÇA,CONECTA CARGO,MG,Lambari,1
NÃO PARÇA,CONECTA CARGO,SC,Jacinto Machado,1
NÃO PARÇA,FAVORITA,GO,Aragarcas,1
NÃO PARÇA,MG - DOMINALOG,CE,Independencia,1
NÃO PARÇA,CONECTA CARGO,SP,Avanhandava,1
NÃO PARÇA,CONECTA CARGO,SC,Sideropolis,1
NÃO PARÇA,CONECTA CARGO,SP,Vitoria Brasil,1
NÃO PARÇA,CONECTA CARGO,MG,Fama,1
NÃO PARÇA,TOTAL EXPRESS,SC,Bombinhas,1
NÃO PARÇA,MG - DOMINALOG,PE,Moreno,1
NÃO PARÇA,CONECTA CARGO,MG,Divinolandia de Minas,1
NÃO PARÇA,MG - DOMINALOG,RS,David Canabarro,1
NÃO PARÇA,MG - DOMINALOG,RS,Dom Pedrito,1
NÃO PARÇA,MG - DOMINALOG,RS,Nonoai,1
NÃO PARÇA,CONECTA CARGO,SP,Laranjal Paulista,1
NÃO PARÇA,MG - DOMINALOG,PR,Guaratuba,1
NÃO PARÇA,MG - DOMINALOG,RN,Apodi,1
NÃO PARÇA,MG - DOMINALOG,PR,Turvo,1
NÃO PARÇA,MG - DOMINALOG,RN,Venha Ver,1
NÃO PARÇA,BULKY BIGUACU,SC,Sao Jose,1
NÃO PARÇA,MG - DOMINALOG,PE,Sao Vicente Ferrer,1
NÃO PARÇA,CONECTA CARGO,MG,Guaraciaba,1
NÃO PARÇA,MG - DOMINALOG,CE,Tururu,1
NÃO PARÇA,MG - DOMINALOG,BA,Alcobaca,1
NÃO PARÇA,MG - DOMINALOG,PR,Porto Rico,1
NÃO PARÇA,CONECTA CARGO,SC,Barra Velha,1
NÃO PARÇA,FAVORITA,MS,Rio Verde de Mato Grosso,1
NÃO PARÇA,ZUCCO TRANSPORT,MG,Patos de Minas,1
NÃO PARÇA,CONECTA CARGO,SP,Torrinha,1
NÃO PARÇA,CONECTA CARGO,SP,Promissao,1
NÃO PARÇA,FAVORITA,MT,Acorizal,1
NÃO PARÇA,FAVORITA,PA,Tucurui,1
NÃO PARÇA,CONECTA CARGO,MG,Claudio,1
NÃO PARÇA,MG - DOMINALOG,MA,Sao Domingos do Maranhao,1
NÃO PARÇA,LOGPLACE - SSA,BA,Casa Nova,1
NÃO PARÇA,MG - DOMINALOG,PR,Fenix,1
NÃO PARÇA,MG - DOMINALOG,MA,Urbano Santos,1
NÃO PARÇA,FAVORITA,MT,Itiquira,1
NÃO PARÇA,GRAVATAI - BULK,RS,Encantado,1
NÃO PARÇA,CONECTA CARGO,RJ,Conceicao de Macabu,1
NÃO PARÇA,CONECTA CARGO,MG,Unai,1
NÃO PARÇA,FAVORITA,GO,Barro Alto,1
NÃO PARÇA,CONECTA CARGO,MG,Vazante,1
NÃO PARÇA,CONECTA CARGO,SP,Barra do Chapeu,1
NÃO PARÇA,MG - DOMINALOG,MG,Cantagalo,1
NÃO PARÇA,CONECTA CARGO,MG,Cantagalo,1
NÃO PARÇA,CONECTA CARGO,MG,Aimores,1
NÃO PARÇA,RIO - BULKYLOG,RJ,Rio das Ostras,1
NÃO PARÇA,NFC,SP,Caraguatatuba,1
NÃO PARÇA,FAVORITA,MS,Aparecida do Taboado,1
NÃO PARÇA,MG - DOMINALOG,BA,Coronel Joao Sa,1
NÃO PARÇA,CONECTA CARGO,MG,Dom Cavati,1
NÃO PARÇA,MG - DOMINALOG,BA,Cocos,1
NÃO PARÇA,CONECTA CARGO,MG,Sao Jose do Alegre,1
NÃO PARÇA,MG - DOMINALOG,PI,Santo Antonio de Lisboa,1
NÃO PARÇA,MG - DOMINALOG,AL,Boca da Mata,1
NÃO PARÇA,MG - DOMINALOG,RN,Lajes Pintadas,1
NÃO PARÇA,CONECTA CARGO,SP,Lucelia,1
NÃO PARÇA,CONECTA CARGO,SP,Sud Mennucci,1
NÃO PARÇA,MG - DOMINALOG,RS,Sao Lourenco do Sul,1
NÃO PARÇA,MG - DOMINALOG,BA,Maiquinique,1
NÃO PARÇA,FAVORITA,MT,Colider,1
NÃO PARÇA,MG - DOMINALOG,MG,Uberlandia,1
NÃO PARÇA,SIGA,SP,Marilia,1
NÃO PARÇA,CONECTA CARGO,SP,Dois Corregos,1
NÃO PARÇA,FAVORITA,GO,Jandaia,1
NÃO PARÇA,MG - DOMINALOG,AL,Campo Alegre,1
NÃO PARÇA,MG - DOMINALOG,RS,Vera Cruz,1
NÃO PARÇA,CONECTA CARGO,MG,Tabuleiro,1
NÃO PARÇA,CONECTA CARGO,MG,Alem Paraiba,1
NÃO PARÇA,CONECTA CARGO,SP,Iacri,1
NÃO PARÇA,MG - DOMINALOG,PR,Ampere,1
NÃO PARÇA,MG - DOMINALOG,PR,Marumbi,1
NÃO PARÇA,MG - DOMINALOG,CE,Camocim,1
NÃO PARÇA,MG - DOMINALOG,PE,Tabira,1
NÃO PARÇA,MG - DOMINALOG,PR,Porecatu,1
NÃO PARÇA,FAVORITA,MT,Juara,1
NÃO PARÇA,MG - DOMINALOG,PR,Campina da Lagoa,1
NÃO PARÇA,CONECTA CARGO,SP,Paranapua,1
NÃO PARÇA,FAVORITA,MT,agua Boa,1
NÃO PARÇA,MG - DOMINALOG,SE,Itabaiana,1
NÃO PARÇA,CONECTA CARGO,SC,Luzerna,1
NÃO PARÇA,MG - DOMINALOG,PE,Afogados da Ingazeira,1
NÃO PARÇA,ARUJA - BULKY,SP,Bertioga,1
NÃO PARÇA,MG - DOMINALOG,RN,Carnauba dos Dantas,1
NÃO PARÇA,CONECTA CARGO,MG,Sabinopolis,1
NÃO PARÇA,CONECTA CARGO,SC,Joinville,1
NÃO PARÇA,MG - DOMINALOG,BA,Queimadas,1
NÃO PARÇA,CONECTA CARGO,SP,Icem,1
NÃO PARÇA,FAVORITA,MT,Nova Xavantina,1
NÃO PARÇA,MG - DOMINALOG,MA,Penalva,1
NÃO PARÇA,MG - DOMINALOG,BA,Eunapolis,1
NÃO PARÇA,CONECTA CARGO,SP,Sao Simao,1
NÃO PARÇA,VENKON - MONTE,BA,Itacare,1
NÃO PARÇA,CONECTA CARGO,SP,Itirapina,1
NÃO PARÇA,MG - DOMINALOG,PR,Cafezal do Sul,1
NÃO PARÇA,MG - DOMINALOG,ES,Afonso Claudio,1
NÃO PARÇA,MG - DOMINALOG,BA,Marau,1
NÃO PARÇA,MG - DOMINALOG,RS,Nova Brescia,1
NÃO PARÇA,FAVORITA,MT,Mirassol DOeste,1
NÃO PARÇA,CONECTA CARGO,ES,Guarapari,1
NÃO PARÇA,CONECTA CARGO,MG,Jose Raydan,1
NÃO PARÇA,CONECTA CARGO,MG,Itambacuri,1
NÃO PARÇA,MG - DOMINALOG,ES,Itarana,1
NÃO PARÇA,MG - DOMINALOG,RS,Ponte Preta,1
NÃO PARÇA,MG - DOMINALOG,RS,Mampituba,1
NÃO PARÇA,CONECTA CARGO,SC,Bela Vista do Toldo,1
NÃO PARÇA,MG - DOMINALOG,MA,Acailandia,1
NÃO PARÇA,CONECTA CARGO,MG,Jequeri,1
NÃO PARÇA,CONECTA CARGO,SP,Nazare Paulista,1
NÃO PARÇA,CONECTA CARGO,SP,Brauna,1
NÃO PARÇA,FAVORITA,GO,Rio Quente,1
NÃO PARÇA,FAVORITA - SP,DF,Brasilia,1
NÃO PARÇA,CONECTA CARGO,SP,Aspasia,1
NÃO PARÇA,GRAVATAI - BULK,RS,Capao da Canoa,1
NÃO PARÇA,MG - DOMINALOG,PR,General Carneiro,1
NÃO PARÇA,CONECTA CARGO,SP,Inubia Paulista,1
NÃO PARÇA,FATELOG,MG,Uberlandia,1
NÃO PARÇA,CONECTA CARGO,SP,Parisi,1
NÃO PARÇA,MG - DOMINALOG,BA,Salvador,1
NÃO PARÇA,CONECTA CARGO,SP,Palmares Paulista,1
NÃO PARÇA,CONECTA CARGO,SC,Camboriu,1
NÃO PARÇA,MG - DOMINALOG,SE,Pacatuba,1
NÃO PARÇA,FAVORITA,GO,Uruana,1
NÃO PARÇA,MG - DOMINALOG,SE,Amparo de Sao Francisco,1
NÃO PARÇA,MG - DOMINALOG,PR,Sao Jorge do Patrocinio,1
NÃO PARÇA,BULKY LOG - JUN,SP,Ribeirao Preto,1
NÃO PARÇA,MG - DOMINALOG,BA,Seabra,1
NÃO PARÇA,MG - DOMINALOG,RN,Macaiba,1
NÃO PARÇA,MG - DOMINALOG,CE,Quixada,1
NÃO PARÇA,CONECTA CARGO,MG,Entre Rios de Minas,1
NÃO PARÇA,FAVORITA,PA,Porto de Moz,1
NÃO PARÇA,MG - DOMINALOG,PR,Quedas do Iguacu,1
NÃO PARÇA,VIANA - BULKY,ES,Santa Maria de Jetiba,1
NÃO PARÇA,MG - DOMINALOG,PB,Diamante,1
NÃO PARÇA,MG - DOMINALOG,RS,Cristal,1
NÃO PARÇA,CONECTA CARGO,MG,Pratapolis,1
NÃO PARÇA,MG - DOMINALOG,BA,Sao Miguel das Matas,1
NÃO PARÇA,CONECTA CARGO,SC,Pinhalzinho,1
NÃO PARÇA,MG - DOMINALOG,PR,Doutor Camargo,1
PARÇA,SAFARI MONTAGEM,SP,Sao Paulo,3639
PARÇA,MOVEL SERVICE,RJ,Rio de Janeiro,989
PARÇA,LOGME - TRANSPO,PR,Curitiba,443
PARÇA,OUTELETRO BH,MG,Belo Horizonte,398
PARÇA,SALDAO CAMPINAS,SP,Campinas,342
PARÇA,SAFARI MONTAGEM,SP,Guarulhos,317
PARÇA,AGMX OPORTUNIDA,DF,Brasilia,282
PARÇA,KMAN MOVEIS,RS,Porto Alegre,220
PARÇA,ORC MOVEIS E EL,BA,Salvador,220
PARÇA,SAFARI MONTAGEM,SP,Santo Andre,213
PARÇA,SAFARI MONTAGEM,SP,Santos,211
PARÇA,SAFARI MONTAGEM,SP,Sao Bernardo do Campo,207
PARÇA,SAFARI MONTAGEM,SP,Osasco,205
PARÇA,SAFARI MONTAGEM,SP,Sao Jose dos Campos,200
PARÇA,SALDAO CAMPINAS,SP,Sorocaba,179
PARÇA,SALDAO CAMPINAS,SP,Jundiai,138
PARÇA,MOVEL SERVICE,RJ,Niteroi,133
PARÇA,SAFARI MONTAGEM,SP,Praia Grande,127
PARÇA,SAFARI MONTAGEM,SP,Barueri,112
PARÇA,TOPA TUDO MOVEI,SC,Joinville,112
PARÇA,SAFARI MONTAGEM,SP,Maua,109
PARÇA,SAFARI MONTAGEM,SP,Mogi das Cruzes,108
PARÇA,OUTELETRO BH,MG,Contagem,105
PARÇA,SAFARI MONTAGEM,SP,Carapicuiba,92
PARÇA,SALDAO CAMPINAS,SP,Piracicaba,91
PARÇA,AGMX OPORTUNIDA,GO,Goiania,84
PARÇA,SALDAO CAMPINAS,SP,Indaiatuba,83
PARÇA,MOVEL SERVICE,RJ,Sao Goncalo,82
PARÇA,SAFARI MONTAGEM,SP,Sao Vicente,79
PARÇA,MOVEL SERVICE,RJ,Nova Iguacu,78
PARÇA,SAFARI MONTAGEM,SP,Itaquaquecetuba,77
PARÇA,SAFARI MONTAGEM,SP,Diadema,77
PARÇA,SAFARI MONTAGEM,PR,Londrina,77
PARÇA,SALDAO CAMPINAS,SP,Sumare,75
PARÇA,TOPA TUDO MOVEI,SC,Florianopolis,74
PARÇA,MOVEL SERVICE,RJ,Duque de Caxias,74
PARÇA,SAFARI MONTAGEM,SP,Guaruja,72
PARÇA,SAFARI MONTAGEM,SP,Taboao da Serra,71
PARÇA,OUTLET D TUDO,PE,Recife,69
PARÇA,SAFARI MONTAGEM,SP,Suzano,69
PARÇA,SALDAO CAMPINAS,SP,Hortolandia,64
PARÇA,SAFARI MONTAGEM,SP,Embu das Artes,64
PARÇA,OUTELETRO BH,MG,Betim,64
PARÇA,SALDAO CAMPINAS,SP,Americana,63
PARÇA,REAL MOWEIS COM,SP,Ribeirao Preto,62
PARÇA,SAFARI MONTAGEM,SP,Itapevi,61
PARÇA,AGMX OPORTUNIDA,MG,Uberlandia,59
PARÇA,LOGME - TRANSPO,PR,Sao Jose dos Pinhais,56
PARÇA,REAL MOWEIS COM,SP,Sao Jose do Rio Preto,55
PARÇA,SAFARI MONTAGEM,SP,Taubate,54
PARÇA,SALDAO CAMPINAS,SP,Paulinia,53
PARÇA,SALDAO CAMPINAS,SP,Limeira,53
PARÇA,ELETROSHOW OUTL,ES,Serra,53
PARÇA,SAFARI MONTAGEM,PR,Maringa,53
PARÇA,SAFARI MONTAGEM,SP,Jacarei,52
PARÇA,LOGME - TRANSPO,SP,Sao Carlos,51
PARÇA,MEGA MULTI OUTL,SP,Marilia,50
PARÇA,SAFARI MONTAGEM,SP,Sao Caetano do Sul,50
PARÇA,SAFARI MONTAGEM,SP,Cotia,49
PARÇA,MEGA MULTI OUTL,SP,Presidente Prudente,46
PARÇA,MOVEL SERVICE,RJ,Volta Redonda,44
PARÇA,OUTELETRO BH,MG,Ribeirao das Neves,43
PARÇA,SALDAO CAMPINAS,SP,Atibaia,42
PARÇA,MOVEL SERVICE,RJ,Campos dos Goytacazes,41
PARÇA,MOVEL SERVICE,RJ,Petropolis,41
PARÇA,SALDAO CAMPINAS,SP,Valinhos,41
PARÇA,LOGME - TRANSPO,SC,Florianopolis,40
PARÇA,SAFARI MONTAGEM,SP,Itapecerica da Serra,40
PARÇA,LOGME - TRANSPO,SP,Bauru,40
PARÇA,SALDAO CAMPINAS,SP,Salto,39
PARÇA,SAFARI MONTAGEM,SP,Santana de Parnaiba,39
PARÇA,MOVEL SERVICE,RJ,Sao Joao de Meriti,38
PARÇA,E S L KOSLYK CO,PR,Ponta Grossa,37
PARÇA,ELETROSHOW OUTL,ES,Vila Velha,37
PARÇA,MOVEL SERVICE,RJ,Macae,37
PARÇA,TRINDADE & CUBA,SP,Ribeirao Preto,36
PARÇA,TOPA TUDO MOVEI,SC,Itajai,36
PARÇA,ELETROSHOW OUTL,ES,Vitoria,35
PARÇA,MOVEL SERVICE,RJ,Cabo Frio,35
PARÇA,LOGME - TRANSPO,PR,Colombo,35
PARÇA,SALDAO CAMPINAS,SP,Santa Barbara DOeste,34
PARÇA,E S L KOSLYK CO,PR,Cascavel,33
PARÇA,MOVEL SERVICE,RJ,Nova Friburgo,32
PARÇA,SALDAO CAMPINAS,SP,Itatiba,32
PARÇA,SALDAO CAMPINAS,SP,Votorantim,32
PARÇA,SAFARI MONTAGEM,SP,Jandira,31
PARÇA,SALDAO CAMPINAS,SP,Itupeva,31
PARÇA,SALDAO CAMPINAS,SP,Rio Claro,31
PARÇA,TOPA TUDO MOVEI,SC,Balneario Camboriu,31
PARÇA,LOGME - TRANSPO,SP,Araraquara,31
PARÇA,ORC MOVEIS E EL,BA,Feira de Santana,30
PARÇA,SAFARI MONTAGEM,SP,Ferraz de Vasconcelos,29
PARÇA,MOVEL SERVICE,RJ,Marica,29
PARÇA,MOVEL SERVICE,RJ,Belford Roxo,29
PARÇA,SALDAO CAMPINAS,SP,Itu,28
PARÇA,SAFARI MONTAGEM,SP,Francisco Morato,28
PARÇA,TOPA TUDO MOVEI,SC,Sao Jose,28
PARÇA,KMAN MOVEIS,RS,Canoas,28
PARÇA,MOVEL SERVICE,RJ,Rio das Ostras,27
PARÇA,SAFARI MONTAGEM,SP,Franco da Rocha,27
PARÇA,SALDAO CAMPINAS,SP,Varzea Paulista,27
PARÇA,MOVEL SERVICE,RJ,Teresopolis,26
PARÇA,OUTELETRO BH,MG,Vespasiano,26
PARÇA,SEBASTIAO FIRMI,AL,Maceio,26
PARÇA,SAFARI MONTAGEM,SP,Ribeirao Pires,26
PARÇA,SALDAO CAMPINAS,SP,Araras,26
PARÇA,MOVEL SERVICE,RJ,Araruama,25
PARÇA,MOVEL SERVICE,RJ,Resende,25
PARÇA,51.202.932 FRAN,SC,Florianopolis,25
PARÇA,SAFARI MONTAGEM,SP,Poa,24
PARÇA,MOVEL SERVICE,RJ,Itaguai,24
PARÇA,SAFARI MONTAGEM,SP,Cajamar,23
PARÇA,OUTELETRO BH,MG,Santa Luzia,23
PARÇA,E S L KOSLYK CO,PR,Foz do Iguacu,23
PARÇA,SAFARI MONTAGEM,SP,Mairipora,23
PARÇA,TOPA TUDO MOVEI,SC,Palhoca,22
PARÇA,AGMX OPORTUNIDA,MG,Montes Claros,22
PARÇA,ORC MOVEIS E EL,BA,Vitoria da Conquista,22
PARÇA,KMAN MOVEIS,RS,Novo Hamburgo,21
PARÇA,ORC MOVEIS E EL,BA,Lauro de Freitas,20
PARÇA,ELETROSHOW OUTL,ES,Cariacica,20
PARÇA,LOGME - TRANSPO,PR,Pinhais,19
PARÇA,TANIA AOKI OUTL,SP,Cotia,19
PARÇA,SAFARI MONTAGEM,SP,Itanhaem,18
PARÇA,OUTELETRO BH,MG,Ibirite,18
PARÇA,MOVEL SERVICE,RJ,Mage,18
PARÇA,MOVEL SERVICE,RJ,Queimados,18
PARÇA,SAFARI MONTAGEM,SP,Aruja,18
PARÇA,KMAN MOVEIS,RS,Gravatai,18
PARÇA,SAFARI MONTAGEM,SP,Bertioga,18
PARÇA,OUTELETRO BH,MG,Nova Lima,17
PARÇA,MOVEL SERVICE,RJ,Saquarema,17
PARÇA,TRINDADE & CUBA,SP,Franca,17
