Estado;Cidade;Transportadora;Parça (Sim/Não)
RS;Lajeado do Bugre;MG - DOMINALOG;Não
RS;Vicente Dutra;MG - DOMINALOG;Não
RS;Sagrada Família;MG - DOMINALOG;Não
RS;Liberato Salzano;MG - DOMINALOG;Não
RS;Lindolfo Collor;MG - DOMINALOG;Não
RS;Linha Nova;MG - DOMINALOG;Não
RS;Mampituba;MG - DOMINALOG;Não
RS;Manoel Viana;MG - DOMINALOG;Não
RS;Maratá;GRAVATAI - BULK;Não
RS;Marau;MG - DOMINALOG;Não
RS;Mariana Pimentel;MG - DOMINALOG;Não
RS;Mariano Moro;MG - DOMINALOG;Não
RS;Osório;MG - DOMINALOG;Não
RS;Marques de Souza;MG - DOMINALOG;Não
RS;Mato Leitão;MG - DOMINALOG;Não
RS;Mato Queimado;MG - DOMINALOG;Não
RS;Maximiliano de Almeida;MG - DOMINALOG;Não
RS;Minas do Leão;MG - DOMINALOG;Não
RS;Miraguaí;MG - DOMINALOG;Não
RS;Severiano de Almeida;MG - DOMINALOG;Não
RS;Montauri;MG - DOMINALOG;Não
RS;Monte Alegre dos Campos;MG - DOMINALOG;Não
RS;Monte Belo do Sul;MG - DOMINALOG;Não
RS;Montenegro;MG - DOMINALOG;Não
RS;Mormaço;MG - DOMINALOG;Não
RS;São Jerônimo;KMAN MOVEIS;Sim
RS;Morrinhos do Sul;MG - DOMINALOG;Não
RS;Três Cachoeiras;MG - DOMINALOG;Não
RS;Morro Redondo;MG - DOMINALOG;Não
RS;Morro Reuter;GRAVATAI - BULK;Não
RS;Muçum;MG - DOMINALOG;Não
RS;Muitos Capões;MG - DOMINALOG;Não
RS;Muliterno;MG - DOMINALOG;Não
RS;Não-Me-Toque;MG - DOMINALOG;Não
RS;Nicolau Vergueiro;MG - DOMINALOG;Não
RS;Nonoai;MG - DOMINALOG;Não
RS;São Sebastião do Caí;KMAN MOVEIS;Sim
RS;São Sebastião do Caí;GRAVATAI - BULK;Não
RS;Nova Araçá;MG - DOMINALOG;Não
RS;Nova Bassano;MG - DOMINALOG;Não
RS;Nova Boa Vista;MG - DOMINALOG;Não
RS;Nova Bréscia;MG - DOMINALOG;Não
RS;Nova Candelária;MG - DOMINALOG;Não
RS;Nova Esperança do Sul;MG - DOMINALOG;Não
RS;Nova Pádua;MG - DOMINALOG;Não
RS;Nova Petrópolis;MG - DOMINALOG;Não
RS;Nova Prata;MG - DOMINALOG;Não
RS;Nova Ramada;MG - DOMINALOG;Não
RS;Nova Roma do Sul;MG - DOMINALOG;Não
RS;Nova Santa Rita;KMAN MOVEIS;Sim
RS;Novo Barreiro;MG - DOMINALOG;Não
RS;Novo Hamburgo;KMAN MOVEIS;Sim
RS;Novo Machado;MG - DOMINALOG;Não
RS;Novo Tiradentes;MG - DOMINALOG;Não
RS;Paim Filho;MG - DOMINALOG;Não
RS;Palmeira das Missões;MG - DOMINALOG;Não
RS;Palmitinho;MG - DOMINALOG;Não
RS;Sant'Ana do Livramento;MG - DOMINALOG;Não
RS;Panambi;MG - DOMINALOG;Não
RS;Paraí;MG - DOMINALOG;Não
RS;Paraíso do Sul;MG - DOMINALOG;Não
RS;Pareci Novo;GRAVATAI - BULK;Não
RS;Parobé;KMAN MOVEIS;Sim
RS;Passa Sete;MG - DOMINALOG;Não
RS;Passo do Sobrado;MG - DOMINALOG;Não
RS;Paulo Bento;MG - DOMINALOG;Não
RS;Paverama;MG - DOMINALOG;Não
RS;Pedras Altas;MG - DOMINALOG;Não
RS;Santo Augusto;MG - DOMINALOG;Não
RS;Pejuçara;MG - DOMINALOG;Não
RS;Picada Café;MG - DOMINALOG;Não
RS;Pinhal;MG - DOMINALOG;Não
RS;Sinimbu;MG - DOMINALOG;Não
RS;Soledade;MG - DOMINALOG;Não
RS;Pinhal da Serra;MG - DOMINALOG;Não
RS;Pinhal Grande;MG - DOMINALOG;Não
RS;Pinheirinho do Vale;MG - DOMINALOG;Não
RS;Pinheiro Machado;MG - DOMINALOG;Não
RS;São Paulo das Missões;MG - DOMINALOG;Não
RS;Pinto Bandeira;MG - DOMINALOG;Não
RS;Pirapó;MG - DOMINALOG;Não
RS;Piratini;MG - DOMINALOG;Não
RS;Planalto;MG - DOMINALOG;Não
RS;Poço das Antas;GRAVATAI - BULK;Não
RS;Pontão;MG - DOMINALOG;Não
RS;Ponte Preta;MG - DOMINALOG;Não
RS;Portão;KMAN MOVEIS;Sim
RS;Porto Alegre;KMAN MOVEIS;Sim
RS;Porto Lucena;MG - DOMINALOG;Não
RS;Porto Mauá;MG - DOMINALOG;Não
RS;Porto Vera Cruz;MG - DOMINALOG;Não
RS;Porto Xavier;MG - DOMINALOG;Não
RS;Pouso Novo;MG - DOMINALOG;Não
RS;Tucunduva;MG - DOMINALOG;Não
RS;Presidente Lucena;MG - DOMINALOG;Não
RS;Três Palmeiras;MG - DOMINALOG;Não
RS;Protásio Alves;MG - DOMINALOG;Não
RS;Putinga;MG - DOMINALOG;Não
RS;Quaraí;MG - DOMINALOG;Não
RS;Quatro Irmãos;MG - DOMINALOG;Não
RS;Quevedos;MG - DOMINALOG;Não
RS;Quinze de Novembro;MG - DOMINALOG;Não
RS;Redentora;MG - DOMINALOG;Não
RS;Relvado;MG - DOMINALOG;Não
RS;Restinga Seca;MG - DOMINALOG;Não
RS;São Borja;MG - DOMINALOG;Não
RS;Rio dos Índios;MG - DOMINALOG;Não
RS;Sananduva;MG - DOMINALOG;Não
RS;Riozinho;GRAVATAI - BULK;Não
RS;Roca Sales;MG - DOMINALOG;Não
RS;Rodeio Bonito;MG - DOMINALOG;Não
RS;Rolador;MG - DOMINALOG;Não
RS;Rondinha;MG - DOMINALOG;Não
RS;Salvador das Missões;MG - DOMINALOG;Não
RS;São Valentim do Sul;MG - DOMINALOG;Não
RS;Santa Bárbara do Sul;MG - DOMINALOG;Não
RS;Santa Cecília do Sul;MG - DOMINALOG;Não
RS;Santa Clara do Sul;MG - DOMINALOG;Não
RS;Santa Maria do Herval;GRAVATAI - BULK;Não
RS;Santa Rosa;MG - DOMINALOG;Não
RS;Santa Tereza;MG - DOMINALOG;Não
RS;Santana da Boa Vista;MG - DOMINALOG;Não
RS;Santo Antônio das Missões;MG - DOMINALOG;Não
RS;Santo Antônio do Palma;MG - DOMINALOG;Não
RS;Santo Antônio do Planalto;MG - DOMINALOG;Não
RS;Santo Cristo;MG - DOMINALOG;Não
RS;Santo Expedito do Sul;MG - DOMINALOG;Não
RS;São Domingos do Sul;MG - DOMINALOG;Não
RS;Vitória das Missões;MG - DOMINALOG;Não
RS;São João da Urtiga;MG - DOMINALOG;Não
RS;São João do Polêsine;MG - DOMINALOG;Não
RS;São Jorge;MG - DOMINALOG;Não
RS;São José das Missões;MG - DOMINALOG;Não
RS;São José do Herval;MG - DOMINALOG;Não
RS;São José do Hortêncio;MG - DOMINALOG;Não
RS;São José do Inhacorá;MG - DOMINALOG;Não
RS;São José dos Ausentes;MG - DOMINALOG;Não
RS;São Leopoldo;KMAN MOVEIS;Sim
RS;São Marcos;MG - DOMINALOG;Não
RS;São Martinho;MG - DOMINALOG;Não
RS;São Martinho da Serra;MG - DOMINALOG;Não
RS;São Nicolau;MG - DOMINALOG;Não
RS;São Pedro das Missões;MG - DOMINALOG;Não
RS;São Pedro da Serra;GRAVATAI - BULK;Não
RS;São Pedro do Butiá;MG - DOMINALOG;Não
RS;São Valentim;MG - DOMINALOG;Não
RS;São Vendelino;MG - DOMINALOG;Não
RS;Sapiranga;KMAN MOVEIS;Sim
RS;Sapucaia do Sul;KMAN MOVEIS;Sim
RS;Seberi;MG - DOMINALOG;Não
RS;Sede Nova;MG - DOMINALOG;Não
RS;Senador Salgado Filho;MG - DOMINALOG;Não
RS;Sentinela do Sul;MG - DOMINALOG;Não
RS;Serafina Corrêa;MG - DOMINALOG;Não
RS;Sério;MG - DOMINALOG;Não
RS;Sertão;MG - DOMINALOG;Não
RS;Sertão Santana;MG - DOMINALOG;Não
RS;Sete de Setembro;MG - DOMINALOG;Não
RS;Silveira Martins;MG - DOMINALOG;Não
RS;Sobradinho;MG - DOMINALOG;Não
RS;Tabaí;MG - DOMINALOG;Não
RS;Tapejara;MG - DOMINALOG;Não
RS;Tapera;MG - DOMINALOG;Não
RS;Tapes;MG - DOMINALOG;Não
RS;Taquari;MG - DOMINALOG;Não
RS;Taquaruçu do Sul;MG - DOMINALOG;Não
RS;Terra de Areia;MG - DOMINALOG;Não
RS;Teutônia;GRAVATAI - BULK;Não
RS;Toropi;MG - DOMINALOG;Não
RS;Tramandaí;GRAVATAI - BULK;Não
RS;Travesseiro;MG - DOMINALOG;Não
RS;Três Arroios;MG - DOMINALOG;Não
RS;Três Coroas;GRAVATAI - BULK;Não
RS;Três Forquilhas;MG - DOMINALOG;Não
RS;Trindade do Sul;MG - DOMINALOG;Não
RS;Tunas;MG - DOMINALOG;Não
RS;Tupanci do Sul;MG - DOMINALOG;Não
RS;Tupandi;GRAVATAI - BULK;Não
RS;Turuçu;MG - DOMINALOG;Não
RS;Ubiretama;MG - DOMINALOG;Não
RS;União da Serra;MG - DOMINALOG;Não
RS;Unistalda;MG - DOMINALOG;Não
RS;Vale do Sol;MG - DOMINALOG;Não
RS;Vale Real;MG - DOMINALOG;Não
RS;Vale Verde;MG - DOMINALOG;Não
RS;Vanini;MG - DOMINALOG;Não
RS;Vera Cruz;MG - DOMINALOG;Não
RS;Veranópolis;MG - DOMINALOG;Não
RS;Vespasiano Correa;MG - DOMINALOG;Não
RS;Viadutos;MG - DOMINALOG;Não
RS;Viamão;KMAN MOVEIS;Sim
RS;Vila Flores;MG - DOMINALOG;Não
RS;Vila Lângaro;MG - DOMINALOG;Não
RS;Vila Maria;MG - DOMINALOG;Não
RS;Vila Nova do Sul;MG - DOMINALOG;Não
RS;Vista Alegre;MG - DOMINALOG;Não
RS;Vista Alegre do Prata;MG - DOMINALOG;Não
RS;Vista Gaúcha;MG - DOMINALOG;Não
RS;Xangri-Lá;GRAVATAI - BULK;Não
RS;Novo Xingu;MG - DOMINALOG;Não
RS;Westfalia;MG - DOMINALOG;Não
RS;Santa Margarida do Sul;MG - DOMINALOG;Não
RS;Tio Hugo;MG - DOMINALOG;Não
RO;Porto Velho;FAVORITA;Não
RO;Alto Alegre dos Parecis;FAVORITA;Não
RO;Alta Floresta D'Oeste;FAVORITA;Não
RO;Alto Paraíso;FAVORITA;Não
RO;Alvorada D'Oeste;FAVORITA;Não
RO;Ariquemes;FAVORITA;Não
RO;Buritis;FAVORITA;Não
RO;Cabixi;FAVORITA;Não
RO;Cacaulândia;FAVORITA;Não
RO;Cacoal;FAVORITA;Não
RO;Campo Novo de Rondônia;FAVORITA;Não
RO;Candeias do Jamari;FAVORITA;Não
RO;Castanheiras;FAVORITA;Não
RO;Cerejeiras;FAVORITA;Não
RO;Chupinguaia;FAVORITA;Não
RO;Colorado do Oeste;FAVORITA;Não
RO;Corumbiara;FAVORITA;Não
RO;Costa Marques;FAVORITA;Não
RO;Cujubim;FAVORITA;Não
RO;Espigão D'Oeste;FAVORITA;Não
RO;Governador Jorge Teixeira;FAVORITA;Não
RO;Guajará-Mirim;FAVORITA;Não
RO;Itapuã do Oeste;FAVORITA;Não
RO;Jaru;FAVORITA;Não
RO;Ji-Paraná;FAVORITA;Não
RO;Machadinho D'Oeste;FAVORITA;Não
RO;Pimenta Bueno;FAVORITA;Não
RO;Ministro Andreazza;FAVORITA;Não
RO;Mirante da Serra;FAVORITA;Não
RO;Monte Negro;FAVORITA;Não
RO;Nova Brasilândia D'Oeste;FAVORITA;Não
RO;Nova Mamoré;FAVORITA;Não
RO;Nova União;FAVORITA;Não
RO;Novo Horizonte do Oeste;FAVORITA;Não
RO;Ouro Preto do Oeste;FAVORITA;Não
RO;Parecis;FAVORITA;Não
RO;São Francisco do Guaporé;FAVORITA;Não
RO;Pimenteiras do Oeste;FAVORITA;Não
RO;Presidente Médici;FAVORITA;Não
RO;Primavera de Rondônia;FAVORITA;Não
RO;Rio Crespo;FAVORITA;Não
RO;Rolim de Moura;FAVORITA;Não
RO;Santa Luzia D'Oeste;FAVORITA;Não
RO;São Felipe D'Oeste;FAVORITA;Não
RO;São Miguel do Guaporé;FAVORITA;Não
RO;Seringueiras;FAVORITA;Não
RO;Teixeirópolis;FAVORITA;Não
RO;Theobroma;FAVORITA;Não
RO;Urupá;FAVORITA;Não
RO;Vale do Anari;FAVORITA;Não
RO;Vale do Paraíso;FAVORITA;Não
RO;Vilhena;FAVORITA;Não
RR;Alto Alegre;FAVORITA;Não
RR;Amajari;FAVORITA;Não
RR;Boa Vista;FAVORITA;Não
RR;Bonfim;FAVORITA;Não
RR;Cantá;FAVORITA;Não
RR;Caracaraí;FAVORITA;Não
RR;Caroebe;FAVORITA;Não
RR;Iracema;FAVORITA;Não
RR;Mucajaí;FAVORITA;Não
RR;Normandia;FAVORITA;Não
RR;Pacaraima;FAVORITA;Não
RR;Rorainópolis;FAVORITA;Não
RR;São João da Baliza;FAVORITA;Não
RR;São Luiz;FAVORITA;Não
RR;Uiramutã;FAVORITA;Não
SC;Abdon Batista;CONECTA CARGO;Não
SC;Abelardo Luz;CONECTA CARGO;Não
SC;Agrolândia;CONECTA CARGO;Não
SC;Agronômica;CONECTA CARGO;Não
SC;Água Doce;CONECTA CARGO;Não
SC;Urubici;CONECTA CARGO;Não
SC;Águas de Chapecó;CONECTA CARGO;Não
SC;Águas Frias;CONECTA CARGO;Não
SC;Águas Mornas;CONECTA CARGO;Não
SC;Nova Trento;CONECTA CARGO;Não
SC;Grão Pará;JEV TRANSP;Sim
SC;Alfredo Wagner;CONECTA CARGO;Não
SC;Capinzal;CONECTA CARGO;Não
SC;Alto Bela Vista;CONECTA CARGO;Não
SC;Chapecó;CONECTA CARGO;Não
SC;Anchieta;CONECTA CARGO;Não
SC;Angelina;CONECTA CARGO;Não
SC;Anita Garibaldi;CONECTA CARGO;Não
SC;Anitápolis;CONECTA CARGO;Não
SC;Videira;CONECTA CARGO;Não
SC;Antônio Carlos;CONECTA CARGO;Não
SC;Apiúna;CONECTA CARGO;Não
SC;Arabutã;CONECTA CARGO;Não
SC;Araquari;CONECTA CARGO;Não
SC;Araranguá;CONECTA CARGO;Não
SC;Armazém;CONECTA CARGO;Não
SC;Arroio Trinta;CONECTA CARGO;Não
SC;Arvoredo;CONECTA CARGO;Não
SC;Ascurra;CONECTA CARGO;Não
SC;Atalanta;CONECTA CARGO;Não
SC;Pouso Redondo;CONECTA CARGO;Não
SC;Aurora;CONECTA CARGO;Não
SC;Pedras Grandes;JEV TRANSP;Sim
SC;Ponte Serrada;CONECTA CARGO;Não
SC;Balneário Arroio do Silva;CONECTA CARGO;Não
SC;Balneário Barra do Sul;CONECTA CARGO;Não
SC;Balneário Camboriú;TOPA TUDO MOVEI;Sim
SC;Balneário Gaivota;CONECTA CARGO;Não
SC;Bandeirante;CONECTA CARGO;Não
SC;Barra Bonita;CONECTA CARGO;Não
SC;Vitor Meireles;CONECTA CARGO;Não
SC;Erval Velho;CONECTA CARGO;Não
SC;Faxinal dos Guedes;CONECTA CARGO;Não
SC;Barra Velha;TOPA TUDO MOVEI;Sim
SC;Lauro Müller;JEV TRANSP;Sim
SC;Campo Alegre;CONECTA CARGO;Não
SC;Campos Novos;CONECTA CARGO;Não
SC;Mafra;CONECTA CARGO;Não
SC;Bela Vista do Toldo;CONECTA CARGO;Não
SC;Belmonte;CONECTA CARGO;Não
SC;Benedito Novo;CONECTA CARGO;Não
SC;Biguaçu;CONECTA CARGO;Não
SC;Blumenau;TOPA TUDO MOVEI;Sim
SC;Bocaina do Sul;CONECTA CARGO;Não
SC;Major Gercino;CONECTA CARGO;Não
SC;Bom Jardim da Serra;CONECTA CARGO;Não
SC;Bom Jesus;CONECTA CARGO;Não
SC;Bom Jesus do Oeste;CONECTA CARGO;Não
SC;Bom Retiro;CONECTA CARGO;Não
SC;Bombinhas;TOPA TUDO MOVEI;Sim
SC;Botuverá;CONECTA CARGO;Não
SC;Braço do Norte;JEV TRANSP;Sim
SC;Braço do Trombudo;CONECTA CARGO;Não
SC;Brunópolis;CONECTA CARGO;Não
SC;Brusque;TOPA TUDO MOVEI;Sim
SC;Caçador;CONECTA CARGO;Não
SC;Praia Grande;CONECTA CARGO;Não
SC;Caibi;CONECTA CARGO;Não
SC;Calmon;CONECTA CARGO;Não
SC;Camboriú;TOPA TUDO MOVEI;Sim
SC;Xanxerê;CONECTA CARGO;Não
SC;Campo Belo do Sul;CONECTA CARGO;Não
SC;Campo Erê;CONECTA CARGO;Não
SC;Canelinha;CONECTA CARGO;Não
SC;Canoinhas;CONECTA CARGO;Não
SC;Capão Alto;CONECTA CARGO;Não
SC;Capivari de Baixo;CONECTA CARGO;Não
SC;Seara;CONECTA CARGO;Não
SC;Catanduvas;CONECTA CARGO;Não
SC;Caxambu do Sul;CONECTA CARGO;Não
SC;Rio dos Cedros;CONECTA CARGO;Não
SC;Celso Ramos;CONECTA CARGO;Não
SC;Cerro Negro;CONECTA CARGO;Não
SC;Chapadão do Lageado;CONECTA CARGO;Não
SC;Cocal do Sul;CONECTA CARGO;Não
SC;Concórdia;CONECTA CARGO;Não
SC;Cordilheira Alta;CONECTA CARGO;Não
SC;Coronel Freitas;CONECTA CARGO;Não
SC;Coronel Martins;CONECTA CARGO;Não
SC;Correia Pinto;CONECTA CARGO;Não
SC;Corupá;CONECTA CARGO;Não
SC;Criciúma;CONECTA CARGO;Não
SC;Cunha Porã;CONECTA CARGO;Não
SC;Cunhataí;CONECTA CARGO;Não
SC;Curitibanos;CONECTA CARGO;Não
SC;Ibirama;CONECTA CARGO;Não
SC;Descanso;CONECTA CARGO;Não
SC;Dionísio Cerqueira;CONECTA CARGO;Não
SC;Dona Emma;CONECTA CARGO;Não
SC;Doutor Pedrinho;CONECTA CARGO;Não
SC;Entre Rios;CONECTA CARGO;Não
SC;Ermo;CONECTA CARGO;Não
SC;Morro da Fumaça;CONECTA CARGO;Não
SC;Guatambú;CONECTA CARGO;Não
SC;Flor do Sertão;CONECTA CARGO;Não
SC;Florianópolis;51.202.932 FRAN;Sim
SC;Formosa do Sul;CONECTA CARGO;Não
SC;Forquilhinha;CONECTA CARGO;Não
SC;Fraiburgo;CONECTA CARGO;Não
SC;São Lourenço do Oeste;CONECTA CARGO;Não
SC;Frei Rogério;CONECTA CARGO;Não
SC;Galvão;CONECTA CARGO;Não
SC;Garopaba;JEV TRANSP;Sim
SC;Garuva;CONECTA CARGO;Não
SC;Gaspar;TOPA TUDO MOVEI;Sim
SC;Governador Celso Ramos;CONECTA CARGO;Não
SC;Paraíso;CONECTA CARGO;Não
SC;Gravatal;JEV TRANSP;Sim
SC;Guabiruba;TOPA TUDO MOVEI;Sim
SC;Guaraciaba;CONECTA CARGO;Não
SC;Guaramirim;CONECTA CARGO;Não
SC;Guarujá do Sul;CONECTA CARGO;Não
SC;Herval D'Oeste;CONECTA CARGO;Não
SC;Ibiam;CONECTA CARGO;Não
SC;Ibicaré;CONECTA CARGO;Não
SC;Içara;CONECTA CARGO;Não
SC;Ilhota;TOPA TUDO MOVEI;Sim
SC;Imaruí;JEV TRANSP;Sim
SC;Imbituba;JEV TRANSP;Sim
SC;Imbuia;CONECTA CARGO;Não
SC;Indaial;CONECTA CARGO;Não
SC;Lages;CONECTA CARGO;Não
SC;Iomerê;CONECTA CARGO;Não
SC;Ipira;CONECTA CARGO;Não
SC;Rio das Antas;CONECTA CARGO;Não
SC;Iporã do Oeste;CONECTA CARGO;Não
SC;Ipuaçu;CONECTA CARGO;Não
SC;Ipumirim;CONECTA CARGO;Não
SC;Iraceminha;CONECTA CARGO;Não
SC;Tangará;CONECTA CARGO;Não
SC;Irani;CONECTA CARGO;Não
SC;Itaiópolis;CONECTA CARGO;Não
SC;Irati;CONECTA CARGO;Não
SC;Irineópolis;CONECTA CARGO;Não
SC;Itá;CONECTA CARGO;Não
SC;Itajaí;TOPA TUDO MOVEI;Sim
SC;Itapema;TOPA TUDO MOVEI;Sim
SC;Itapiranga;CONECTA CARGO;Não
SC;Itapoá;CONECTA CARGO;Não
SC;Ituporanga;CONECTA CARGO;Não
SC;Jaborá;CONECTA CARGO;Não
SC;Jacinto Machado;CONECTA CARGO;Não
SC;Jaguaruna;JEV TRANSP;Sim
SC;Jaraguá do Sul;TOPA TUDO MOVEI;Sim
SC;Jardinópolis;CONECTA CARGO;Não
SC;Joaçaba;CONECTA CARGO;Não
SC;Joinville;TOPA TUDO MOVEI;Sim
SC;José Boiteux;CONECTA CARGO;Não
SC;Jupiá;CONECTA CARGO;Não
SC;Lacerdópolis;CONECTA CARGO;Não
SC;Laguna;JEV TRANSP;Sim
SC;Lajeado Grande;CONECTA CARGO;Não
SC;Laurentino;CONECTA CARGO;Não
SC;Lebon Régis;CONECTA CARGO;Não
SC;Leoberto Leal;CONECTA CARGO;Não
SC;Leoberto Leal;CONECTA CARGO;Não
SC;Lindóia do Sul;CONECTA CARGO;Não
SC;Xavantina;CONECTA CARGO;Não
SC;Lontras;CONECTA CARGO;Não
SC;Luiz Alves;CONECTA CARGO;Não
SC;Luzerna;CONECTA CARGO;Não
SC;Navegantes;TOPA TUDO MOVEI;Sim
SC;Macieira;CONECTA CARGO;Não
SC;Major Vieira;CONECTA CARGO;Não
SC;Maracajá;CONECTA CARGO;Não
SC;São Domingos;CONECTA CARGO;Não
SC;Maravilha;CONECTA CARGO;Não
SC;Marema;CONECTA CARGO;Não
SC;São José do Cedro;CONECTA CARGO;Não
SC;Massaranduba;CONECTA CARGO;Não
SC;Matos Costa;CONECTA CARGO;Não
SC;Meleiro;CONECTA CARGO;Não
SC;Presidente Getúlio;CONECTA CARGO;Não
SC;Mirim Doce;CONECTA CARGO;Não
SC;Modelo;CONECTA CARGO;Não
SC;Mondaí;CONECTA CARGO;Não
SC;Monte Carlo;CONECTA CARGO;Não
SC;Monte Castelo;CONECTA CARGO;Não
SC;Turvo;CONECTA CARGO;Não
SC;Morro Grande;CONECTA CARGO;Não
SC;Nova Veneza;CONECTA CARGO;Não
SC;Papanduva;CONECTA CARGO;Não
SC;Nova Erechim;CONECTA CARGO;Não
SC;Sombrio;CONECTA CARGO;Não
SC;Nova Itaberaba;CONECTA CARGO;Não
SC;Novo Horizonte;CONECTA CARGO;Não
SC;Orleans;JEV TRANSP;Sim
SC;Otacílio Costa;CONECTA CARGO;Não
SC;Ouro;CONECTA CARGO;Não
SC;Ouro Verde;CONECTA CARGO;Não
SC;Paial;CONECTA CARGO;Não
SC;Painel;CONECTA CARGO;Não
SC;Palhoça;51.202.932 FRAN;Sim
SC;Palma Sola;CONECTA CARGO;Não
SC;Palmeira;CONECTA CARGO;Não
SC;Palmitos;CONECTA CARGO;Não
SC;Passo de Torres;CONECTA CARGO;Não
SC;Taió;CONECTA CARGO;Não
SC;Passos Maia;CONECTA CARGO;Não
SC;Paulo Lopes;JEV TRANSP;Sim
SC;Penha;TOPA TUDO MOVEI;Sim
SC;São Joaquim;CONECTA CARGO;Não
SC;Peritiba;CONECTA CARGO;Não
SC;Pescaria Brava;JEV TRANSP;Sim
SC;Petrolândia;CONECTA CARGO;Não
SC;Balneário Piçarras;TOPA TUDO MOVEI;Sim
SC;Pinhalzinho;CONECTA CARGO;Não
SC;Pinheiro Preto;CONECTA CARGO;Não
SC;Piratuba;CONECTA CARGO;Não
SC;Planalto Alegre;CONECTA CARGO;Não
SC;Pomerode;CONECTA CARGO;Não
SC;Ponte Alta;CONECTA CARGO;Não
SC;Ponte Alta do Norte;CONECTA CARGO;Não
SC;Porto Belo;TOPA TUDO MOVEI;Sim
SC;Porto União;CONECTA CARGO;Não
SC;São Miguel do Oeste;CONECTA CARGO;Não
SC;Presidente Castello Branco;CONECTA CARGO;Não
SC;Presidente Nereu;CONECTA CARGO;Não
SC;Princesa;CONECTA CARGO;Não
SC;Quilombo;CONECTA CARGO;Não
SC;Rancho Queimado;CONECTA CARGO;Não
SC;Rio do Campo;CONECTA CARGO;Não
SC;Rio do Oeste;CONECTA CARGO;Não
SC;Rio do Sul;CONECTA CARGO;Não
SC;Rio Fortuna;JEV TRANSP;Sim
SC;Rio Negrinho;CONECTA CARGO;Não
SC;Rio Rufino;CONECTA CARGO;Não
SC;Riqueza;CONECTA CARGO;Não
SC;Rodeio;CONECTA CARGO;Não
SC;Romelândia;CONECTA CARGO;Não
SC;São Francisco do Sul;TOPA TUDO MOVEI;Sim
SC;Salete;CONECTA CARGO;Não
SC;Saltinho;CONECTA CARGO;Não
SC;Salto Veloso;CONECTA CARGO;Não
SC;Sangão;JEV TRANSP;Sim
SC;Santa Cecília;CONECTA CARGO;Não
SC;Santa Helena;CONECTA CARGO;Não
SC;Santa Rosa de Lima;JEV TRANSP;Sim
SC;Santa Rosa do Sul;CONECTA CARGO;Não
SC;Santa Terezinha;CONECTA CARGO;Não
SC;Santa Terezinha do Progresso;CONECTA CARGO;Não
SC;Santiago do Sul;CONECTA CARGO;Não
SC;Santo Amaro da Imperatriz;CONECTA CARGO;Não
SC;São Bento do Sul;CONECTA CARGO;Não
SC;São Bento do Sul;CONECTA CARGO;Não
SC;São Bernardino;CONECTA CARGO;Não
SC;São Bonifácio;CONECTA CARGO;Não
SC;São Carlos;CONECTA CARGO;Não
SC;Três Barras;CONECTA CARGO;Não
SC;São Cristóvão do Sul;CONECTA CARGO;Não
SC;Treze de Maio;JEV TRANSP;Sim
SC;São João Batista;CONECTA CARGO;Não
SC;São João Batista;CONECTA CARGO;Não
SC;São João do Itaperiú;CONECTA CARGO;Não
SC;São João do Itaperiú;CONECTA CARGO;Não
SC;São João do Oeste;CONECTA CARGO;Não
SC;São João do Sul;CONECTA CARGO;Não
SC;São José;51.202.932 FRAN;Sim
SC;São José do Cerrito;CONECTA CARGO;Não
SC;São Ludgero;JEV TRANSP;Sim
SC;São Martinho;JEV TRANSP;Sim
SC;São Miguel da Boa Vista;CONECTA CARGO;Não
SC;São Pedro de Alcântara;CONECTA CARGO;Não
SC;Saudades;CONECTA CARGO;Não
SC;Schroeder;TOPA TUDO MOVEI;Sim
SC;Serra Alta;CONECTA CARGO;Não
SC;Siderópolis;CONECTA CARGO;Não
SC;Sul Brasil;CONECTA CARGO;Não
SC;Tigrinhos;CONECTA CARGO;Não
SC;Tijucas;TOPA TUDO MOVEI;Sim
SC;Timbé do Sul;CONECTA CARGO;Não
SC;Timbó;CONECTA CARGO;Não
SC;Timbó Grande;CONECTA CARGO;Não
SC;Treviso;CONECTA CARGO;Não
SC;Treze Tílias;CONECTA CARGO;Não
SC;Trombudo Central;CONECTA CARGO;Não
SC;Tubarão;JEV TRANSP;Sim
SC;Tunápolis;CONECTA CARGO;Não
SC;União do Oeste;CONECTA CARGO;Não
SC;Urupema;CONECTA CARGO;Não
SC;Urussanga;CONECTA CARGO;Não
SC;Vargeão;CONECTA CARGO;Não
SC;Vargem;CONECTA CARGO;Não
SC;Vargem Bonita;CONECTA CARGO;Não
SC;Vidal Ramos;CONECTA CARGO;Não
SC;Witmarsum;CONECTA CARGO;Não
SC;Xaxim;CONECTA CARGO;Não
SC;Zortéa;CONECTA CARGO;Não
SC;Balneário Rincão;CONECTA CARGO;Não
SP;Adamantina;TRINDADE & CUBA;Sim
SP;Adolfo;CONECTA CARGO;Não
SP;São Carlos;LOGME - TRANSPO;Sim
SP;Aguaí;MOVEIS CAMILO L;Sim
SP;Águas da Prata;MOVEIS CAMILO L;Sim
SP;Águas de Lindóia;BULKY LOG - JUN;Não
SP;Águas de Santa Bárbara;CONECTA CARGO;Não
SP;Águas de São Pedro;BULKY LOG - JUN;Não
SP;Águas de São Pedro;BULKY LOG - JUN;Não
SP;Agudos;LOGME - TRANSPO;Sim
SP;Fernando Prestes;CONECTA CARGO;Não
